city,metric,date,value
spokane,tripDistancePerDay,2025-02-10,0.0
spokane,tripDistancePerDay,2025-02-11,0.0
spokane,tripDistancePerDay,2025-02-12,0.0
spokane,tripDistancePerDay,2025-02-13,0.0
spokane,tripDistancePerDay,2025-02-14,0.0
spokane,tripDistancePerDay,2025-02-15,0.0
spokane,tripDistancePerDay,2025-02-16,0.0
spokane,tripDistancePerDay,2025-02-17,0.0
spokane,tripDistancePerDay,2025-02-18,0.0
spokane,tripDistancePerDay,2025-02-19,0.0
spokane,tripDistancePerDay,2025-02-20,0.0
spokane,tripDistancePerDay,2025-02-21,0.0
spokane,tripDistancePerDay,2025-02-22,0.0
spokane,tripDistancePerDay,2025-02-23,0.0
spokane,tripDistancePerDay,2025-02-24,100.0
spokane,tripDistancePerDay,2025-02-25,200.0
spokane,tripDistancePerDay,2025-02-26,500.0
spokane,tripDistancePerDay,2025-02-27,700.0
spokane,tripDistancePerDay,2025-02-28,1200.0
spokane,tripDistancePerDay,2025-03-01,1800.0
spokane,tripDistancePerDay,2025-03-02,1100.0
spokane,tripDistancePerDay,2025-03-03,700.0
spokane,tripDistancePerDay,2025-03-04,500.0
spokane,tripDistancePerDay,2025-03-05,800.0
spokane,tripDistancePerDay,2025-03-06,900.0
spokane,tripDistancePerDay,2025-03-07,1300.0
spokane,tripDistancePerDay,2025-03-08,1800.0
spokane,tripDistancePerDay,2025-03-09,1300.0
spokane,tripDistancePerDay,2025-03-10,900.0
spokane,tripDistancePerDay,2025-03-11,800.0
spokane,tripDistancePerDay,2025-03-12,600.0
spokane,tripDistancePerDay,2025-03-13,800.0
spokane,tripDistancePerDay,2025-03-14,1400.0
spokane,tripDistancePerDay,2025-03-15,1600.0
spokane,tripDistancePerDay,2025-03-16,1300.0
spokane,tripDistancePerDay,2025-03-17,800.0
spokane,tripDistancePerDay,2025-03-18,900.0
spokane,tripDistancePerDay,2025-03-19,800.0
spokane,tripDistancePerDay,2025-03-20,900.0
spokane,tripDistancePerDay,2025-03-21,800.0
spokane,tripDistancePerDay,2025-03-22,1900.0
spokane,tripDistancePerDay,2025-03-23,1000.0
spokane,tripDistancePerDay,2025-03-24,1300.0
spokane,tripDistancePerDay,2025-03-25,1900.0
spokane,tripDistancePerDay,2025-03-26,1900.0
spokane,tripDistancePerDay,2025-03-27,1400.0
spokane,tripDistancePerDay,2025-03-28,1800.0
spokane,tripDistancePerDay,2025-03-29,2900.0
spokane,tripDistancePerDay,2025-03-30,2700.0
spokane,tripDistancePerDay,2025-03-31,1200.0
spokane,tripDistancePerDay,2025-04-01,1200.0
spokane,tripDistancePerDay,2025-04-02,1200.0
spokane,tripDistancePerDay,2025-04-03,1700.0
spokane,tripDistancePerDay,2025-04-04,2700.0
spokane,tripDistancePerDay,2025-04-05,3700.0
spokane,tripDistancePerDay,2025-04-06,3800.0
spokane,tripDistancePerDay,2025-04-07,1100.0
spokane,tripDistancePerDay,2025-04-08,1300.0
spokane,tripDistancePerDay,2025-04-09,1600.0
spokane,tripDistancePerDay,2025-04-10,2200.0
spokane,tripDistancePerDay,2025-04-11,2800.0
spokane,tripDistancePerDay,2025-04-12,2700.0
spokane,tripDistancePerDay,2025-04-13,2900.0
spokane,tripDistancePerDay,2025-04-14,1700.0
spokane,tripDistancePerDay,2025-04-15,1900.0
spokane,tripDistancePerDay,2025-04-16,1500.0
spokane,tripDistancePerDay,2025-04-17,1800.0
spokane,tripDistancePerDay,2025-04-18,2400.0
spokane,tripDistancePerDay,2025-04-19,2700.0
spokane,tripDistancePerDay,2025-04-20,1800.0
spokane,tripDistancePerDay,2025-04-21,1300.0
spokane,tripDistancePerDay,2025-04-22,1800.0
spokane,tripDistancePerDay,2025-04-23,1800.0
spokane,tripDistancePerDay,2025-04-24,2000.0
spokane,tripDistancePerDay,2025-04-25,3600.0
spokane,tripDistancePerDay,2025-04-26,4900.0
spokane,tripDistancePerDay,2025-04-27,3700.0
spokane,tripDistancePerDay,2025-04-28,1600.0
spokane,tripDistancePerDay,2025-04-29,1600.0
spokane,tripDistancePerDay,2025-04-30,2400.0
spokane,tripDistancePerDay,2025-05-01,3000.0
spokane,tripDistancePerDay,2025-05-02,4800.0
spokane,tripDistancePerDay,2025-05-03,3900.0
spokane,tripDistancePerDay,2025-05-04,3900.0
spokane,tripDistancePerDay,2025-05-05,2300.0
spokane,tripDistancePerDay,2025-05-06,2200.0
spokane,tripDistancePerDay,2025-05-07,2200.0
spokane,tripDistancePerDay,2025-05-08,2400.0
spokane,tripDistancePerDay,2025-05-09,3700.0
spokane,tripDistancePerDay,2025-05-10,4800.0
spokane,tripDistancePerDay,2025-05-11,1900.0
spokane,tripDistancePerDay,2025-05-12,1800.0
spokane,tripDistancePerDay,2025-05-13,2000.0
spokane,tripDistancePerDay,2025-05-14,1900.0
spokane,tripDistancePerDay,2025-05-15,2000.0
spokane,tripDistancePerDay,2025-05-16,2200.0
spokane,tripDistancePerDay,2025-05-17,3400.0
spokane,tripDistancePerDay,2025-05-18,1900.0
spokane,tripDistancePerDay,2025-05-19,1500.0
spokane,tripDistancePerDay,2025-05-20,1700.0
spokane,tripDistancePerDay,2025-05-21,2100.0
spokane,tripDistancePerDay,2025-05-22,1900.0
spokane,tripDistancePerDay,2025-05-23,3600.0
spokane,tripDistancePerDay,2025-05-24,4700.0
spokane,tripDistancePerDay,2025-05-25,4600.0
spokane,tripDistancePerDay,2025-05-26,3100.0
spokane,tripDistancePerDay,2025-05-27,2200.0
spokane,tripDistancePerDay,2025-05-28,2300.0
spokane,tripDistancePerDay,2025-05-29,2300.0
spokane,tripDistancePerDay,2025-05-30,3700.0
spokane,tripDistancePerDay,2025-05-31,4300.0
spokane,tripDistancePerDay,2025-06-01,3300.0
spokane,tripDistancePerDay,2025-06-02,2500.0
spokane,tripDistancePerDay,2025-06-03,2600.0
spokane,tripDistancePerDay,2025-06-04,2600.0
spokane,tripDistancePerDay,2025-06-05,3300.0
spokane,tripDistancePerDay,2025-06-06,4000.0
spokane,tripDistancePerDay,2025-06-07,5100.0
spokane,tripDistancePerDay,2025-06-08,3400.0
spokane,tripDistancePerDay,2025-06-09,2400.0
spokane,tripDistancePerDay,2025-06-10,2500.0
spokane,tripDistancePerDay,2025-06-11,2600.0
spokane,tripDistancePerDay,2025-06-12,2700.0
spokane,tripDistancePerDay,2025-06-13,3900.0
spokane,tripDistancePerDay,2025-06-14,4700.0
spokane,tripDistancePerDay,2025-06-15,3200.0
spokane,tripDistancePerDay,2025-06-16,2600.0
spokane,tripDistancePerDay,2025-06-17,2800.0
spokane,tripDistancePerDay,2025-06-18,3100.0
spokane,tripDistancePerDay,2025-06-19,3000.0
spokane,tripDistancePerDay,2025-06-20,3200.0
spokane,tripDistancePerDay,2025-06-21,3000.0
spokane,tripDistancePerDay,2025-06-22,2900.0
spokane,tripDistancePerDay,2025-06-23,2500.0
spokane,tripDistancePerDay,2025-06-24,2500.0
spokane,tripDistancePerDay,2025-06-25,3200.0
spokane,tripDistancePerDay,2025-06-26,3400.0
spokane,tripDistancePerDay,2025-06-27,5100.0
spokane,tripDistancePerDay,2025-06-28,8500.0
spokane,tripDistancePerDay,2025-06-29,5900.0
spokane,tripDistancePerDay,2025-06-30,2600.0
spokane,tripDistancePerDay,2025-07-01,3000.0
spokane,tripDistancePerDay,2025-07-02,3200.0
spokane,tripDistancePerDay,2025-07-03,4000.0
spokane,tripDistancePerDay,2025-07-04,5500.0
spokane,tripDistancePerDay,2025-07-05,4700.0
spokane,tripDistancePerDay,2025-07-06,3600.0
spokane,tripDistancePerDay,2025-07-07,2800.0
spokane,tripDistancePerDay,2025-07-08,2600.0
spokane,tripDistancePerDay,2025-07-09,3000.0
spokane,tripDistancePerDay,2025-07-10,3600.0
spokane,tripDistancePerDay,2025-07-11,4600.0
spokane,tripDistancePerDay,2025-07-12,4700.0
spokane,tripDistancePerDay,2025-07-13,3400.0
spokane,tripDistancePerDay,2025-07-14,3000.0
spokane,tripDistancePerDay,2025-07-15,2500.0
spokane,tripDistancePerDay,2025-07-16,3100.0
spokane,tripDistancePerDay,2025-07-17,3600.0
spokane,tripDistancePerDay,2025-07-18,4300.0
spokane,tripDistancePerDay,2025-07-19,5100.0
spokane,tripDistancePerDay,2025-07-20,4100.0
spokane,tripDistancePerDay,2025-07-21,2600.0
spokane,tripDistancePerDay,2025-07-22,2700.0
spokane,tripDistancePerDay,2025-07-23,3100.0
spokane,tripDistancePerDay,2025-07-24,3400.0
spokane,tripDistancePerDay,2025-07-25,4200.0
spokane,tripDistancePerDay,2025-07-26,4700.0
spokane,tripDistancePerDay,2025-07-27,4000.0
spokane,tripDistancePerDay,2025-07-28,3400.0
spokane,tripDistancePerDay,2025-07-29,2800.0
spokane,tripDistancePerDay,2025-07-30,3100.0
spokane,tripDistancePerDay,2025-07-31,3100.0
spokane,tripDistancePerDay,2025-08-01,4400.0
spokane,tripDistancePerDay,2025-08-02,4800.0
spokane,tripDistancePerDay,2025-08-03,4200.0
spokane,tripDistancePerDay,2025-08-04,2900.0
spokane,tripDistancePerDay,2025-08-05,2800.0
spokane,tripDistancePerDay,2025-08-06,2600.0
spokane,tripDistancePerDay,2025-08-07,3100.0
spokane,tripDistancePerDay,2025-08-08,4700.0
spokane,tripDistancePerDay,2025-08-09,5600.0
spokane,tripDistancePerDay,2025-08-10,3600.0
spokane,tripDistancePerDay,2025-08-11,3000.0
spokane,tripDistancePerDay,2025-08-12,2900.0
spokane,tripDistancePerDay,2025-08-13,3000.0
spokane,tripDistancePerDay,2025-08-14,3300.0
spokane,tripDistancePerDay,2025-08-15,4200.0
spokane,tripDistancePerDay,2025-08-16,4900.0
spokane,tripDistancePerDay,2025-08-17,4100.0
spokane,tripDistancePerDay,2025-08-18,2700.0
spokane,tripDistancePerDay,2025-08-19,3000.0
spokane,tripDistancePerDay,2025-08-20,2900.0
spokane,tripDistancePerDay,2025-08-21,2800.0
spokane,tripDistancePerDay,2025-08-22,4400.0
spokane,tripDistancePerDay,2025-08-23,5100.0
spokane,tripDistancePerDay,2025-08-24,3800.0
spokane,tripDistancePerDay,2025-08-25,2800.0
spokane,tripDistancePerDay,2025-08-26,2700.0
spokane,tripDistancePerDay,2025-08-27,2800.0
spokane,tripDistancePerDay,2025-08-28,3000.0
spokane,tripDistancePerDay,2025-08-29,4200.0
spokane,tripDistancePerDay,2025-08-30,5300.0
spokane,tripDistancePerDay,2025-08-31,4800.0
spokane,tripDistancePerDay,2025-09-01,3100.0
spokane,tripDistancePerDay,2025-09-02,2400.0
spokane,tripDistancePerDay,2025-09-03,2600.0
spokane,tripDistancePerDay,2025-09-04,3000.0
spokane,tripDistancePerDay,2025-09-05,3700.0
spokane,tripDistancePerDay,2025-09-06,4500.0
spokane,tripDistancePerDay,2025-09-07,3500.0
spokane,tripDistancePerDay,2025-09-08,2600.0
spokane,tripDistancePerDay,2025-09-09,2500.0
spokane,tripDistancePerDay,2025-09-10,2400.0
spokane,tripDistancePerDay,2025-09-11,2500.0
spokane,tripDistancePerDay,2025-09-12,3800.0
spokane,tripDistancePerDay,2025-09-13,4400.0
spokane,tripDistancePerDay,2025-09-14,2500.0
spokane,tripDistancePerDay,2025-09-15,2000.0
spokane,tripDistancePerDay,2025-09-16,2100.0
spokane,tripDistancePerDay,2025-09-17,2400.0
spokane,tripDistancePerDay,2025-09-18,3100.0
spokane,tripDistancePerDay,2025-09-19,4000.0
spokane,tripDistancePerDay,2025-09-20,4900.0
spokane,tripDistancePerDay,2025-09-21,2900.0
spokane,tripDistancePerDay,2025-09-22,2200.0
spokane,tripDistancePerDay,2025-09-23,2100.0
spokane,tripDistancePerDay,2025-09-24,2500.0
spokane,tripDistancePerDay,2025-09-25,2800.0
spokane,tripDistancePerDay,2025-09-26,3000.0
spokane,tripDistancePerDay,2025-09-27,4000.0
spokane,tripDistancePerDay,2025-09-28,3100.0
spokane,tripDistancePerDay,2025-09-29,2200.0
spokane,tripDistancePerDay,2025-09-30,2100.0
spokane,tripDistancePerDay,2025-10-01,2000.0
spokane,tripDistancePerDay,2025-10-02,2400.0
spokane,tripDistancePerDay,2025-10-03,3500.0
spokane,tripDistancePerDay,2025-10-04,3900.0
spokane,tripDistancePerDay,2025-10-05,2900.0
spokane,tripDistancePerDay,2025-10-06,1900.0
spokane,tripDistancePerDay,2025-10-07,1900.0
spokane,tripDistancePerDay,2025-10-08,2100.0
spokane,tripDistancePerDay,2025-10-09,2600.0
spokane,tripDistancePerDay,2025-10-10,3500.0
spokane,tripDistancePerDay,2025-10-11,1900.0
spokane,tripDistancePerDay,2025-10-12,1000.0
spokane,tripDistancePerDay,2025-10-13,1200.0
spokane,tripDistancePerDay,2025-10-14,1300.0
spokane,tripDistancePerDay,2025-10-15,1500.0
spokane,tripDistancePerDay,2025-10-16,1600.0
spokane,tripDistancePerDay,2025-10-17,2100.0
spokane,tripDistancePerDay,2025-10-18,2100.0
spokane,tripDistancePerDay,2025-10-19,1600.0
spokane,tripDistancePerDay,2025-10-20,1400.0
spokane,tripDistancePerDay,2025-10-21,1400.0
spokane,tripDistancePerDay,2025-10-22,1700.0
spokane,tripDistancePerDay,2025-10-23,1500.0
spokane,tripDistancePerDay,2025-10-24,2000.0
spokane,tripDistancePerDay,2025-10-25,1500.0
spokane,tripDistancePerDay,2025-10-26,1300.0
spokane,tripDistancePerDay,2025-10-27,1200.0
spokane,tripDistancePerDay,2025-10-28,1100.0
spokane,tripDistancePerDay,2025-10-29,1100.0
spokane,tripDistancePerDay,2025-10-30,1100.0
spokane,tripDistancePerDay,2025-10-31,1700.0
spokane,tripDistancePerDay,2025-11-01,1600.0
spokane,tripDistancePerDay,2025-11-02,1600.0
spokane,tripDistancePerDay,2025-11-03,900.0
spokane,tripDistancePerDay,2025-11-04,900.0
spokane,tripDistancePerDay,2025-11-05,900.0
spokane,tripDistancePerDay,2025-11-06,1200.0
spokane,tripDistancePerDay,2025-11-07,1400.0
spokane,tripDistancePerDay,2025-11-08,1800.0
spokane,tripDistancePerDay,2025-11-09,1500.0
spokane,tripDistancePerDay,2025-11-10,900.0
spokane,tripDistancePerDay,2025-11-11,1000.0
spokane,tripDistancePerDay,2025-11-12,1100.0
spokane,tripDistancePerDay,2025-11-13,1100.0
spokane,tripDistancePerDay,2025-11-14,1400.0
spokane,tripDistancePerDay,2025-11-15,2000.0
spokane,tripDistancePerDay,2025-11-16,1200.0
spokane,tripDistancePerDay,2025-11-17,1000.0
spokane,tripDistancePerDay,2025-11-18,1100.0
spokane,tripDistancePerDay,2025-11-19,1000.0
spokane,tripDistancePerDay,2025-11-20,1200.0
spokane,tripDistancePerDay,2025-11-21,1300.0
spokane,tripDistancePerDay,2025-11-22,1400.0
spokane,tripDistancePerDay,2025-11-23,1200.0
spokane,tripDistancePerDay,2025-11-24,800.0
spokane,tripDistancePerDay,2025-11-25,900.0
spokane,tripDistancePerDay,2025-11-26,800.0
spokane,tripDistancePerDay,2025-11-27,600.0
spokane,tripDistancePerDay,2025-11-28,900.0
spokane,tripDistancePerDay,2025-11-29,800.0
spokane,tripDistancePerDay,2025-11-30,600.0
spokane,tripDistancePerDay,2025-12-01,500.0
spokane,tripDistancePerDay,2025-12-02,400.0
spokane,tripDistancePerDay,2025-12-03,400.0
spokane,tripDistancePerDay,2025-12-04,400.0
spokane,tripDistancePerDay,2025-12-05,500.0
spokane,tripDistancePerDay,2025-12-06,700.0
spokane,tripDistancePerDay,2025-12-07,600.0
spokane,tripDistancePerDay,2025-12-08,400.0
spokane,tripDistancePerDay,2025-12-09,400.0
spokane,tripDistancePerDay,2025-12-10,600.0
spokane,tripDistancePerDay,2025-12-11,600.0
spokane,tripDistancePerDay,2025-12-12,800.0
spokane,tripDistancePerDay,2025-12-13,1100.0
spokane,tripDistancePerDay,2025-12-14,800.0
spokane,tripDistancePerDay,2025-12-15,600.0
spokane,tripDistancePerDay,2025-12-16,700.0
spokane,tripDistancePerDay,2025-12-17,500.0
spokane,tripDistancePerDay,2025-12-18,300.0
spokane,tripDistancePerDay,2025-12-19,600.0
spokane,tripDistancePerDay,2025-12-20,500.0
spokane,tripDistancePerDay,2025-12-21,400.0
spokane,tripDistancePerDay,2025-12-22,400.0
spokane,tripDistancePerDay,2025-12-23,400.0
spokane,tripDistancePerDay,2025-12-24,400.0
spokane,tripDistancePerDay,2025-12-25,300.0
spokane,tripDistancePerDay,2025-12-26,400.0
spokane,tripDistancePerDay,2025-12-27,400.0
spokane,tripDistancePerDay,2025-12-28,300.0
spokane,tripDistancePerDay,2025-12-29,300.0
spokane,tripDistancePerDay,2025-12-30,300.0
spokane,tripDistancePerDay,2025-12-31,400.0
spokane,meanActiveVehiclesPerDay,2019-08-14,662.2900000000001
spokane,meanActiveVehiclesPerDay,2019-08-15,1087.1699999999998
spokane,meanActiveVehiclesPerDay,2019-08-16,1198.44
spokane,meanActiveVehiclesPerDay,2019-08-17,1159.56
spokane,meanActiveVehiclesPerDay,2019-08-18,1086.5
spokane,meanActiveVehiclesPerDay,2019-08-19,1175.4699999999998
spokane,meanActiveVehiclesPerDay,2019-08-20,1247.1399999999999
spokane,meanActiveVehiclesPerDay,2019-08-21,1210.2
spokane,meanActiveVehiclesPerDay,2019-08-22,1233.14
spokane,meanActiveVehiclesPerDay,2019-08-23,1198.43
spokane,meanActiveVehiclesPerDay,2019-08-24,1155.24
spokane,meanActiveVehiclesPerDay,2019-08-25,1054.78
spokane,meanActiveVehiclesPerDay,2019-08-26,1156.5
spokane,meanActiveVehiclesPerDay,2019-08-27,1267.24
spokane,meanActiveVehiclesPerDay,2019-08-28,1290.28
spokane,meanActiveVehiclesPerDay,2019-08-29,1263.52
spokane,meanActiveVehiclesPerDay,2019-08-30,1228.59
spokane,meanActiveVehiclesPerDay,2019-08-31,1083.08
spokane,meanActiveVehiclesPerDay,2019-09-01,990.6500000000001
spokane,meanActiveVehiclesPerDay,2019-09-02,1072.88
spokane,meanActiveVehiclesPerDay,2019-09-03,1118.5500000000002
spokane,meanActiveVehiclesPerDay,2019-09-04,1167.28
spokane,meanActiveVehiclesPerDay,2019-09-05,1213.07
spokane,meanActiveVehiclesPerDay,2019-09-06,1211.5600000000002
spokane,meanActiveVehiclesPerDay,2019-09-07,1079.29
spokane,meanActiveVehiclesPerDay,2019-09-08,1050.13
spokane,meanActiveVehiclesPerDay,2019-09-09,1208.58
spokane,meanActiveVehiclesPerDay,2019-09-10,1222.82
spokane,meanActiveVehiclesPerDay,2019-09-11,1202.11
spokane,meanActiveVehiclesPerDay,2019-09-12,1206.96
spokane,meanActiveVehiclesPerDay,2019-09-13,1177.21
spokane,meanActiveVehiclesPerDay,2019-09-14,1071.51
spokane,meanActiveVehiclesPerDay,2019-09-15,1039.99
spokane,meanActiveVehiclesPerDay,2019-09-16,1187.48
spokane,meanActiveVehiclesPerDay,2019-09-17,1293.6399999999999
spokane,meanActiveVehiclesPerDay,2019-09-18,1305.02
spokane,meanActiveVehiclesPerDay,2019-09-19,1308.84
spokane,meanActiveVehiclesPerDay,2019-09-20,1256.04
spokane,meanActiveVehiclesPerDay,2019-09-21,1131.52
spokane,meanActiveVehiclesPerDay,2019-09-22,1097.77
spokane,meanActiveVehiclesPerDay,2019-09-23,1212.99
spokane,meanActiveVehiclesPerDay,2019-09-24,1259.68
spokane,meanActiveVehiclesPerDay,2019-09-25,1246.66
spokane,meanActiveVehiclesPerDay,2019-09-26,1214.95
spokane,meanActiveVehiclesPerDay,2019-09-27,1230.8000000000002
spokane,meanActiveVehiclesPerDay,2019-09-28,1288.04
spokane,meanActiveVehiclesPerDay,2019-09-29,1267.1200000000001
spokane,meanActiveVehiclesPerDay,2019-09-30,1291.9299999999998
spokane,meanActiveVehiclesPerDay,2019-10-01,1293.1
spokane,meanActiveVehiclesPerDay,2019-10-02,1238.99
spokane,meanActiveVehiclesPerDay,2019-10-03,1202.51
spokane,meanActiveVehiclesPerDay,2019-10-04,1210.5500000000002
spokane,meanActiveVehiclesPerDay,2019-10-05,1102.41
spokane,meanActiveVehiclesPerDay,2019-10-06,1052.5
spokane,meanActiveVehiclesPerDay,2019-10-07,1087.71
spokane,meanActiveVehiclesPerDay,2019-10-08,1130.3000000000002
spokane,meanActiveVehiclesPerDay,2019-10-09,1101.88
spokane,meanActiveVehiclesPerDay,2019-10-10,1139.05
spokane,meanActiveVehiclesPerDay,2019-10-11,1144.79
spokane,meanActiveVehiclesPerDay,2019-10-12,1006.1800000000001
spokane,meanActiveVehiclesPerDay,2019-10-13,779.1500000000001
spokane,meanActiveVehiclesPerDay,2019-10-14,859.17
spokane,meanActiveVehiclesPerDay,2019-10-15,890.8399999999999
spokane,meanActiveVehiclesPerDay,2019-10-16,920.63
spokane,meanActiveVehiclesPerDay,2019-10-17,965.73
spokane,meanActiveVehiclesPerDay,2019-10-18,948.25
spokane,meanActiveVehiclesPerDay,2019-10-19,931.47
spokane,meanActiveVehiclesPerDay,2019-10-20,884.9
spokane,meanActiveVehiclesPerDay,2019-10-21,877.5899999999999
spokane,meanActiveVehiclesPerDay,2019-10-22,878.7
spokane,meanActiveVehiclesPerDay,2019-10-23,881.49
spokane,meanActiveVehiclesPerDay,2019-10-24,920.9
spokane,meanActiveVehiclesPerDay,2019-10-25,837.93
spokane,meanActiveVehiclesPerDay,2019-10-26,781.26
spokane,meanActiveVehiclesPerDay,2019-10-27,762.6099999999999
spokane,meanActiveVehiclesPerDay,2019-10-28,784.5999999999999
spokane,meanActiveVehiclesPerDay,2019-10-29,791.05
spokane,meanActiveVehiclesPerDay,2019-10-30,779.69
spokane,meanActiveVehiclesPerDay,2019-10-31,806.8900000000001
spokane,meanActiveVehiclesPerDay,2019-11-01,779.76
spokane,meanActiveVehiclesPerDay,2019-11-02,703.85
spokane,meanActiveVehiclesPerDay,2019-11-03,643.75
spokane,meanActiveVehiclesPerDay,2019-11-04,658.59
spokane,meanActiveVehiclesPerDay,2019-11-05,657.99
spokane,meanActiveVehiclesPerDay,2019-11-06,651.35
spokane,meanActiveVehiclesPerDay,2019-11-07,668.36
spokane,meanActiveVehiclesPerDay,2019-11-08,669.22
spokane,meanActiveVehiclesPerDay,2019-11-09,590.85
spokane,meanActiveVehiclesPerDay,2019-11-10,525.7900000000001
spokane,meanActiveVehiclesPerDay,2019-11-11,530.73
spokane,meanActiveVehiclesPerDay,2019-11-12,531.71
spokane,meanActiveVehiclesPerDay,2019-11-13,520.2
spokane,meanActiveVehiclesPerDay,2019-11-14,482.65
spokane,meanActiveVehiclesPerDay,2019-11-15,464.90000000000003
spokane,meanActiveVehiclesPerDay,2019-11-16,379.52000000000004
spokane,meanActiveVehiclesPerDay,2019-11-17,234.99
spokane,meanActiveVehiclesPerDay,2019-11-18,138.81
spokane,meanActiveVehiclesPerDay,2019-11-19,104.78999999999999
spokane,meanActiveVehiclesPerDay,2019-11-20,30.18
spokane,meanActiveVehiclesPerDay,2019-11-21,25.01
spokane,meanActiveVehiclesPerDay,2019-11-22,20.0
spokane,meanActiveVehiclesPerDay,2019-11-23,11.0
spokane,meanActiveVehiclesPerDay,2019-11-24,7.6
spokane,meanActiveVehiclesPerDay,2019-11-25,7.23
spokane,meanActiveVehiclesPerDay,2019-11-26,7.86
spokane,meanActiveVehiclesPerDay,2019-11-27,6.0
spokane,meanActiveVehiclesPerDay,2019-11-28,6.83
spokane,meanActiveVehiclesPerDay,2019-11-29,7.34
spokane,meanActiveVehiclesPerDay,2019-11-30,12.81
spokane,meanActiveVehiclesPerDay,2019-12-01,20.72
spokane,meanActiveVehiclesPerDay,2019-12-02,0.0
spokane,meanActiveVehiclesPerDay,2019-12-03,0.0
spokane,meanActiveVehiclesPerDay,2019-12-04,0.0
spokane,meanActiveVehiclesPerDay,2019-12-05,0.0
spokane,meanActiveVehiclesPerDay,2019-12-06,0.0
spokane,meanActiveVehiclesPerDay,2019-12-07,0.0
spokane,meanActiveVehiclesPerDay,2019-12-08,0.0
spokane,meanActiveVehiclesPerDay,2019-12-09,0.0
spokane,meanActiveVehiclesPerDay,2019-12-10,0.0
spokane,meanActiveVehiclesPerDay,2019-12-11,0.0
spokane,meanActiveVehiclesPerDay,2019-12-12,0.0
spokane,meanActiveVehiclesPerDay,2019-12-13,0.0
spokane,meanActiveVehiclesPerDay,2019-12-14,0.0
spokane,meanActiveVehiclesPerDay,2019-12-15,0.0
spokane,meanActiveVehiclesPerDay,2019-12-16,0.0
spokane,meanActiveVehiclesPerDay,2019-12-17,0.0
spokane,meanActiveVehiclesPerDay,2019-12-18,0.0
spokane,meanActiveVehiclesPerDay,2019-12-19,0.0
spokane,meanActiveVehiclesPerDay,2019-12-20,0.0
spokane,meanActiveVehiclesPerDay,2019-12-21,0.0
spokane,meanActiveVehiclesPerDay,2019-12-22,0.0
spokane,meanActiveVehiclesPerDay,2019-12-23,0.0
spokane,meanActiveVehiclesPerDay,2019-12-24,0.0
spokane,meanActiveVehiclesPerDay,2019-12-25,0.0
spokane,meanActiveVehiclesPerDay,2019-12-26,0.0
spokane,meanActiveVehiclesPerDay,2019-12-27,0.0
spokane,meanActiveVehiclesPerDay,2019-12-28,0.0
spokane,meanActiveVehiclesPerDay,2019-12-29,0.0
spokane,meanActiveVehiclesPerDay,2019-12-30,0.0
spokane,meanActiveVehiclesPerDay,2019-12-31,0.0
spokane,meanActiveVehiclesPerDay,2020-01-01,0.0
spokane,meanActiveVehiclesPerDay,2020-01-02,0.0
spokane,meanActiveVehiclesPerDay,2020-01-03,0.0
spokane,meanActiveVehiclesPerDay,2020-01-04,0.0
spokane,meanActiveVehiclesPerDay,2020-01-05,0.0
spokane,meanActiveVehiclesPerDay,2020-01-06,0.0
spokane,meanActiveVehiclesPerDay,2020-01-07,0.0
spokane,meanActiveVehiclesPerDay,2020-01-08,0.0
spokane,meanActiveVehiclesPerDay,2020-01-09,0.0
spokane,meanActiveVehiclesPerDay,2020-01-10,0.0
spokane,meanActiveVehiclesPerDay,2020-01-11,0.0
spokane,meanActiveVehiclesPerDay,2020-01-12,0.0
spokane,meanActiveVehiclesPerDay,2020-01-13,0.0
spokane,meanActiveVehiclesPerDay,2020-01-14,0.0
spokane,meanActiveVehiclesPerDay,2020-01-15,0.0
spokane,meanActiveVehiclesPerDay,2020-01-16,0.0
spokane,meanActiveVehiclesPerDay,2020-01-17,0.0
spokane,meanActiveVehiclesPerDay,2020-01-18,0.0
spokane,meanActiveVehiclesPerDay,2020-01-19,0.0
spokane,meanActiveVehiclesPerDay,2020-01-20,0.0
spokane,meanActiveVehiclesPerDay,2020-01-21,0.0
spokane,meanActiveVehiclesPerDay,2020-01-22,0.0
spokane,meanActiveVehiclesPerDay,2020-01-23,0.0
spokane,meanActiveVehiclesPerDay,2020-01-24,0.0
spokane,meanActiveVehiclesPerDay,2020-01-25,0.0
spokane,meanActiveVehiclesPerDay,2020-01-26,0.0
spokane,meanActiveVehiclesPerDay,2020-01-27,0.0
spokane,meanActiveVehiclesPerDay,2020-01-28,0.0
spokane,meanActiveVehiclesPerDay,2020-01-29,0.0
spokane,meanActiveVehiclesPerDay,2020-01-30,0.0
spokane,meanActiveVehiclesPerDay,2020-01-31,0.0
spokane,meanActiveVehiclesPerDay,2020-02-01,0.0
spokane,meanActiveVehiclesPerDay,2020-02-02,0.0
spokane,meanActiveVehiclesPerDay,2020-02-03,0.0
spokane,meanActiveVehiclesPerDay,2020-02-04,0.0
spokane,meanActiveVehiclesPerDay,2020-02-05,0.0
spokane,meanActiveVehiclesPerDay,2020-02-06,0.0
spokane,meanActiveVehiclesPerDay,2020-02-07,0.0
spokane,meanActiveVehiclesPerDay,2020-02-08,0.0
spokane,meanActiveVehiclesPerDay,2020-02-09,0.0
spokane,meanActiveVehiclesPerDay,2020-02-10,0.0
